MT;ACTION;TPS;DEBUT;FIN;EQUIPE;JOUEURS;PHASE;DEF;SURNOMBRE;RESULTAT;SECTEUR;COURSE;TIR;IMPACT;GOAL;PIVOT;ENCLENCHEMENT;Tireur.arret;Buteur;Passeur;But.encaisse;Arret;Gardien.HC;Tireur.HC;Neutraliseur;Neutralisation.Subie;Intercepteur;Passeur.Intercepte;Contreur;Tireur.contre;Faute;Perte.Balle;Penalty.Obtenu;Penalty.Concede;Match;Equipe.en.defense
1;ACTION EQUIPE A 027;1357;1357;1396.4;PARIS;10-SANDER SAGOSEN | 44-NIKOLA KARABATIC | 12-DEMAILLE ALEXANDRE;AP;6-0;NA;BUT;6G;INT;SUSP;BC;AU LOIN;2 PIVOTS;ENT AG 2-3;NA;44-NIKOLA KARABATIC;10-SANDER SAGOSEN;12-DEMAILLE ALEXANDRE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE A 028;1404.6;1404.6;1415.4;PARIS;18-NEDIM REMILI | 19-LUC ABALO | 12-DEMAILLE ALEXANDRE;MB;6-0;NA;BUT;6D;INT;SUSP;MG;AU TRAVERS;2-3 G;ENT ARD 2-3;NA;19-LUC ABALO;18-NEDIM REMILI;12-DEMAILLE ALEXANDRE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE B 027;1418.1;1418.1;1461.4;SAINT-RAPHAEL;18-NEDIM REMILI | 2-KRANTZ GEOFFROY;PY;NA;NA;PYO;6G;EXT;SUSP;NA;NA;2-3 D;ENT ARG 1-2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2-GEOFFROY KRANTZ;18-NEDIM REMILI;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE B 028;1467.8;1467.8;1489.9;SAINT-RAPHAEL;20-CAUCHETEUX RAPHAEL | 12-RODRIGO CORRALES;PY;NA;NA;ARRET;NA;NA;APPUI;MD;NA;NA;INDIV;20-RAPHAEL CAUCHETEUX;NA;NA;NA;12-RODRIGO CORRALES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE A 029;1499.4;1499.4;1527.5;PARIS;2-KRANTZ GEOFFROY | 10-SANDER SAGOSEN;AP;NA;NA;FAUTE;9G;EXT;NA;NA;NA;2-3 D;ENT ARG 1-2;NA;NA;NA;NA;NA;NA;NA;2-GEOFFROY KRANTZ;10-SANDER SAGOSEN;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE A 030;1528.6;1528.6;1545.8;PARIS;14-LYNGGAARD ALEXANDER | 44-NIKOLA KARABATIC;AP;6-0;5C6;FAUTE;9C;DROITE;NA;NA;NA;2-3 D;2C1;NA;NA;NA;NA;NA;NA;NA;14-ALEXANDER LYNGGAARD;44-NIKOLA KARABATIC;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE A 031;1548;1548;1586;PARIS;10-SANDER SAGOSEN | 12-DEMAILLE ALEXANDRE;AP;NA;NA;BUT;6C;DROITE;SUSP;BC;AU TRAVERS;1-2 G;ENT ARG 2-3;NA;10-SANDER SAGOSEN;NA;12-DEMAILLE ALEXANDRE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE B 029;1646.8;1646.8;1664.3;SAINT-RAPHAEL;19-LUC ABALO | 20-CAUCHETEUX RAPHAEL;AP;NA;5C6;PYO;AG;INT;SUSP;NA;NA;1-2 G;1C1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20-RAPHAEL CAUCHETEUX;19-LUC ABALO;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE B 030;1668.4;1668.4;1689.6;SAINT-RAPHAEL;11-SARMIENTO DANIEL | 12-RODRIGO CORRALES;PY;NA;NA;BUT;NA;NA;APPUI;BD;AU LOIN;NA;INDIV;NA;11-DANIEL SARMIENTO;NA;12-RODRIGO CORRALES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE A 032;1694.7;1694.7;1716.9;PARIS;88-HMAM WISSEM | 44-NIKOLA KARABATIC;AP;04-Jan;NA;FAUTE;9C;DROITE;SUSP;NA;NA;2-3 D;2C1;NA;NA;NA;NA;NA;NA;NA;88-WISSAM HMAM;44-NIKOLA KARABATIC;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE A 033;1720.6;1720.6;1755.9;PARIS;44-NIKOLA KARABATIC | 10-SANDER SAGOSEN | 12-DEMAILLE ALEXANDRE;AP;NA;NA;BUT;6G;EXT;NA;HC;AU TRAVERS;2-3 G;ENT ARG 1-2;NA;10-SANDER SAGOSEN;44-NIKOLA KARABATIC;12-DEMAILLE ALEXANDRE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE B 031;1758.5;1758.5;1793.1;SAINT-RAPHAEL;32-DIPANDA ADRIEN | 11-SARMIENTO DANIEL | 12-RODRIGO CORRALES;AP;NA;6C5;BUT;6G;INT;SUSP;BG;NA;3-3 C;X DC ARD;NA;11-DANIEL SARMIENTO;32-ADRIEN DIPANDA;12-RODRIGO CORRALES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE A 034;1798.7;1798.7;1827.9;PARIS;32-DIPANDA ADRIEN | 10-SANDER SAGOSEN;AP;NA;NA;PYO;9C;NA;NA;NA;NA;3-3 C;X DC ARG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10-SANDER SAGOSEN;32-ADRIEN DIPANDA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE A 035;1885.3;1885.3;1895;PARIS;3-UWE GENSHEIMER | 1-MATHIAS ROMAIN;PY;NA;NA;ARRET;NA;NA;APPUI;MD;NA;NA;INDIV;3-UWE GENSHEIMER;NA;NA;NA;1-ROMAIN MATHIAS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE B 032;1901.6;1901.6;1949.3;SAINT-RAPHAEL;10-ABILY AURELIEN;AP;6-0;NA;PB;NA;INT;NA;NA;NA;NA;X DC ARG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10-ABILY AURELIEN;NA;NA;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE A 036;1937.5;1937.5;1954.9;PARIS;44-NIKOLA KARABATIC | 10-SANDER SAGOSEN | 1-MATHIAS ROMAIN;CA;NA;NA;BUT;9G;INT;SUSP;MC;AU TRAVERS;NA;INDIV;NA;10-SANDER SAGOSEN;44-NIKOLA KARABATIC;1-ROMAIN MATHIAS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE B 033;1959.9;1959.9;2000.8;SAINT-RAPHAEL;22-LUKA KARABATIC | 10-ABILY AURELIEN;AP;6-0;NA;FAUTE;9D;EXT;NA;NA;NA;2-3 D;1C1;NA;NA;NA;NA;NA;NA;NA;12-LUKA KARABATIC;10-ABILY AURELIEN;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE B 034;2087.7;2087.7;2112.8;SAINT-RAPHAEL;19-JURKA MIROSLAV;AP;6-0;NA;PB;11D;NA;NA;NA;NA;NA;INDIV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19-JURKA MIROSLAV;NA;NA;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE B 035;2124.5;2124.5;2138.3;SAINT-RAPHAEL;22-LUKA KARABATIC | 10-ABILY AURELIEN;AP;6-0;NA;FAUTE;9C;INT;NA;NA;NA;NA;1C1;NA;NA;NA;NA;NA;NA;NA;12-LUKA KARABATIC;10-ABILY AURELIEN;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE B 036;2174.6;2174.6;2188.2;SAINT-RAPHAEL;10-SANDER SAGOSEN | 14-LYNGGAARD ALEXANDER;AP;6-0;NA;FAUTE;9D;NA;NA;NA;NA;2 PIVOTS;1C1;NA;NA;NA;NA;NA;NA;NA;10-SANDER SAGOSEN;14-ALEXANDER LYNGGAARD;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE B 037;2194.2;2194.2;2205.4;SAINT-RAPHAEL;22-LUKA KARABATIC | 11-SARMIENTO DANIEL;AP;6-0;NA;FAUTE;11C;NA;NA;NA;NA;3-3 C;1C1;NA;NA;NA;NA;NA;NA;NA;12-LUKA KARABATIC;11-DANIEL SARMIENTO;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE B 039;2221.8;2221.8;2233.2;SAINT-RAPHAEL;19-JURKA MIROSLAV | 12-RODRIGO CORRALES;CA;NA;NA;BUT;6C;INT;SUSP;BC;AU TRAVERS;NA;INDIV;NA;19-JURKA MIROSLAV;NA;12-RODRIGO CORRALES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE A 040;2269.1;2269.1;2288.3;PARIS;19-LUC ABALO | 44-NIKOLA KARABATIC | 12-DEMAILLE ALEXANDRE;AP;6-0;NA;BUT;9G;DROITE;NA;HD;NA;1-2 G;ENT ARG 2-3;NA;44-NIKOLA KARABATIC;19-LUC ABALO;12-DEMAILLE ALEXANDRE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE B 040;2295.6;2295.6;2335.2;SAINT-RAPHAEL;2-KRANTZ GEOFFROY | 24-VIGNERON ARTHUR | 12-RODRIGO CORRALES;AP;6-0;NA;BUT;AD;INT;SUSP;BG;AU LOIN;2 PIVOTS;ENT ARD 1-2;NA;24-ARTHUR VIGNERON;2-GEOFFROY KRANTZ;12-RODRIGO CORRALES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE A 042;2360.8;2360.8;2371;PARIS;19-LUC ABALO;AP;6-0;NA;THC;9D;DROITE;APPUI;NA;NA;2-3 D;ENT AG 2-3;NA;NA;NA;NA;NA;NA;19-LUC ABALO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE B 041;2372.8;2372.8;2403.1;SAINT-RAPHAEL;11-SARMIENTO DANIEL | 14-LYNGGAARD ALEXANDER | 12-RODRIGO CORRALES;AP;6-0;NA;BUT;6C;NA;AMBLE;BG;AU LOIN;3-3 C;1C1;NA;14-ALEXANDER LYNGGAARD;11-DANIEL SARMIENTO;12-RODRIGO CORRALES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE A 043;2410.6;2410.6;2439.5;PARIS;2-KRANTZ GEOFFROY | 44-NIKOLA KARABATIC;AP;6-0;NA;FAUTE;6G;INT;NA;NA;NA;3-3 C;X DC ARG;NA;NA;NA;NA;NA;NA;NA;2-GEOFFROY KRANTZ;44-NIKOLA KARABATIC;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
2;ACTION EQUIPE B 001;2681;2681;2707.2;SAINT-RAPHAEL;NON SPECIFIE;AP;6-0;NA;ARRET DE JEU;NA;NA;NA;NA;NA;1-2 G;ENT AG 1-2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE B 002;2723.3;2723.3;2750.1;SAINT-RAPHAEL;7-LUKA STEPANCIC | 19-JURKA MIROSLAV;AP;6-0;NA;N;NA;NA;NA;NA;NA;1-2 G;NA;NA;NA;NA;NA;NA;NA;NA;7-LUKA STEPANCIC;19-JURKA MIROSLAV;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE B 003;2760.7;2760.7;2777.8;SAINT-RAPHAEL;7-LUKA STEPANCIC | 11-SARMIENTO DANIEL;AP;5-0;6C5;N;NA;NA;NA;NA;NA;2-3 G;NA;NA;NA;NA;NA;NA;NA;NA;7-LUKA STEPANCIC;11-DANIEL SARMIENTO;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE B 004;2774.3;2774.3;2786.8;SAINT-RAPHAEL;11-SARMIENTO DANIEL | 12-RODRIGO CORRALES;AP;5-0;6C5;ARRET;6D;DROITE;SUSP;BD;NA;3-3 C;1C1;11-DANIEL SARMIENTO;NA;NA;NA;12-RODRIGO CORRALES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE A 001;2778.2;2778.2;2811.3;PARIS;14-LYNGGAARD ALEXANDER | 44-NIKOLA KARABATIC;AP;6-0;6C6 SG;N;NA;NA;NA;NA;NA;2-3 D;NA;NA;NA;NA;NA;NA;NA;NA;14-ALEXANDER LYNGGAARD;44-NIKOLA KARABATIC;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
2;ACTION EQUIPE B 006;2885.2;2885.2;2900.7;SAINT-RAPHAEL;NON SPECIFIE;MB;5-0;6C5;ARRET DE JEU;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE A 004;2886.5;2886.5;2921.2;PARIS;3-UWE GENSHEIMER | 12-DEMAILLE ALEXANDRE;CA;NA;5C6;BUT;6C;INT;SUSP;HC;AU LOIN;NA;INDIV;NA;3-UWE GENSHEIMER;NA;12-DEMAILLE ALEXANDRE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
2;ACTION EQUIPE B 007;2895;2895;2919;SAINT-RAPHAEL;2-GEOFFROY KRANTZ;AP;5-0;6C5;PB;NA;NA;NA;NA;NA;2-3 G;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2-GEOFFROY KRANTZ;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE B 008;2945.2;2945.2;2960.6;SAINT-RAPHAEL;NON SPECIFIE;AP;6-0;NA;ARRET DE JEU;NA;NA;NA;NA;NA;2-3 G;YAGO G;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE B 009;2956.2;2956.2;2969;SAINT-RAPHAEL;11-SARMIENTO DANIEL | 14-LYNGGAARD ALEXANDER | 12-RODRIGO CORRALES;AP;6-0;NA;BUT;6C;NA;SUSP;BG;AU LOIN;3-3 C;1C1;NA;14-ALEXANDER LYNGGAARD;11-DANIEL SARMIENTO;12-RODRIGO CORRALES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE A 005;2956.8;2956.8;3001.7;PARIS;14-LYNGGAARD ALEXANDER | 10-SANDER SAGOSEN;AP;6-0;NA;N;NA;NA;NA;NA;NA;2-3 G;NA;NA;NA;NA;NA;NA;NA;NA;14-ALEXANDER LYNGGAARD;10-SANDER SAGOSEN;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
2;ACTION EQUIPE A 006;2988.7;2988.7;3021.2;PARIS;7-LUKA STEPANCIC;AP;6-0;NA;PB;NA;NA;NA;NA;NA;2-3 G;ENT AG 2-3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7-LUKA STEPANCIC;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
2;ACTION EQUIPE A 007;3011.5;3011.5;3049;PARIS;14-LYNGGAARD ALEXANDER | 44-NIKOLA KARABATIC;AP;6-0;NA;N;NA;NA;NA;NA;NA;2-3 D;X DC ARG;NA;NA;NA;NA;NA;NA;NA;14-ALEXANDER LYNGGAARD;44-NIKOLA KARABATIC;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
2;ACTION EQUIPE A 008;3026.9;3026.9;3061.2;PARIS;7-LUKA STEPANCIC | 19-LUC ABALO | 12-DEMAILLE ALEXANDRE;AP;6-0;NA;BUT;AD;INT;SUSP;BD;AU LOIN;2-3 D;1C1;NA;19-LUC ABALO;7-LUKA STEPANCIC;12-DEMAILLE ALEXANDRE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
2;ACTION EQUIPE B 011;3086.9;3086.9;3111.1;SAINT-RAPHAEL;7-LUKA STEPANCIC | 11-SARMIENTO DANIEL;AP;6-0;NA;N;NA;NA;NA;NA;NA;3-3 C;NA;NA;NA;NA;NA;NA;NA;NA;7-LUKA STEPANCIC;11-DANIEL SARMIENTO;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE B 012;3114.6;3114.6;3136.6;SAINT-RAPHAEL;19-LUC ABALO | 20-CAUCHETEUX RAPHAEL;AP;6-0;NA;N;NA;NA;NA;NA;NA;NA;X ARD DC;NA;NA;NA;NA;NA;NA;NA;19-LUC ABALO;20-RAPHAEL CAUCHETEUX;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE B 013;3130;3130;3139.9;SAINT-RAPHAEL;20-RAPHAEL CAUCHETEUX;AP;6-0;NA;PB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20-RAPHAEL CAUCHETEUX;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE B 014;3167.4;3167.4;3185.4;SAINT-RAPHAEL;7-LUKA STEPANCIC | 11-SARMIENTO DANIEL;AP;6-0;NA;PYO;NA;NA;NA;NA;NA;2-3 D;X DC ARG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11-DANIEL SARMIENTO;7-LUKA STEPANCIC;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE A 010;3199.3;3199.3;3238.7;PARIS;7-SIMICU ALEXANDRU | 10-SANDER SAGOSEN;AP;6-0;NA;PYO;NA;NA;NA;NA;NA;2-3 D;1C1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10-SANDER SAGOSEN;7-ALEXANDRU SIMICU;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
2;ACTION EQUIPE B 015;3201.3;3201.3;3213.3;SAINT-RAPHAEL;11-SARMIENTO DANIEL | 12-RODRIGO CORRALES;PY;NA;NA;BUT;NA;NA;APPUI;HD;AU TRAVERS;NA;INDIV;NA;11-DANIEL SARMIENTO;NA;12-RODRIGO CORRALES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE A 011;3233.3;3233.3;3268.3;PARIS;24-HANSEN MIKKEL | 1-MATHIAS ROMAIN;PY;NA;NA;BUT;NA;NA;APPUI;BG;AU LOIN;NA;NA;NA;24-HANSEN MIKKEL;NA;1-ROMAIN MATHIAS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
2;ACTION EQUIPE B 016;3295.3;3295.3;3310.9;SAINT-RAPHAEL;7-LUKA STEPANCIC | 11-SARMIENTO DANIEL;AP;5-0;6C5;N;NA;NA;NA;NA;NA;NA;X DC ARG;NA;NA;NA;NA;NA;NA;NA;7-LUKA STEPANCIC;11-DANIEL SARMIENTO;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE A 012;3302.1;3302.1;3346.4;PARIS;7-SIMICU ALEXANDRU | 44-NIKOLA KARABATIC;AP;6-0;6C6 SG;PYO;NA;NA;NA;NA;NA;2-3 D;X DC ARD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44-NIKOLA KARABATIC;7-ALEXANDRU SIMICU;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
2;ACTION EQUIPE B 017;3307.4;3307.4;3322.7;SAINT-RAPHAEL;11-SARMIENTO DANIEL | 2-KRANTZ GEOFFROY | 12-RODRIGO CORRALES;AP;5-0;6C5;BUT;6G;NA;SUSP;BG;AU LOIN;NA;X DC ARG;NA;2-GEOFFROY KRANTZ;11-DANIEL SARMIENTO;12-RODRIGO CORRALES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE A 013;3339.6;3339.6;3377.1;PARIS;24-HANSEN MIKKEL | 12-DEMAILLE ALEXANDRE;PY;NA;NA;BUT;NA;NA;APPUI;BG;AU LOIN;NA;NA;NA;24-HANSEN MIKKEL;NA;12-DEMAILLE ALEXANDRE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
2;ACTION EQUIPE B 018;3394.8;3394.8;3434;SAINT-RAPHAEL;44-NIKOLA KARABATIC | 2-KRANTZ GEOFFROY;AP;6-0;NA;N;NA;NA;NA;NA;NA;2-3 D;X DC ARG;NA;NA;NA;NA;NA;NA;NA;44-NIKOLA KARABATIC;2-GEOFFROY KRANTZ;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE B 019;3442.8;3442.8;3469.6;SAINT-RAPHAEL;10-SANDER SAGOSEN | 10-ABILY AURELIEN;AP;5-0;6C5;PYO;NA;NA;NA;NA;NA;1-2 D;X DC ARG SB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10-ABILY AURELIEN;10-SANDER SAGOSEN;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE B 020;3498.9;3498.9;3514.8;SAINT-RAPHAEL;11-SARMIENTO DANIEL | 12-RODRIGO CORRALES;PY;NA;NA;BUT;NA;NA;APPUI;HD;AU TRAVERS;NA;NA;NA;11-DANIEL SARMIENTO;NA;12-RODRIGO CORRALES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE A 014;3503.8;3503.8;3540.2;PARIS;19-LUC ABALO | 12-DEMAILLE ALEXANDRE;AP;NA;5C6;ARRET;AD;INT;SUSP;HC;NA;2-3 G;1C1;19-LUC ABALO;NA;NA;NA;12-DEMAILLE ALEXANDRE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
2;ACTION EQUIPE B 021;3543.3;3543.3;3557.9;SAINT-RAPHAEL;2-KRANTZ GEOFFROY | 12-RODRIGO CORRALES;AP;NA;NA;BUT;6D;INT;SUSP;HG;AU LOIN;2-3 D;1C1;NA;2-GEOFFROY KRANTZ;NA;12-RODRIGO CORRALES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE A 015;3543.7;3543.7;3581.7;PARIS;88-HMAM WISSEM | 25-SANDER NACISSE;AP;6-0;NA;N;NA;NA;NA;NA;NA;1-2 D;NA;NA;NA;NA;NA;NA;NA;NA;88-WISSAM HMAM;25-DANIEL NARCISSE;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
2;ACTION EQUIPE A 016;3556;3556;3601.1;PARIS;14-LYNGGAARD ALEXANDER | 25-SANDER NACISSE;AP;6-0;NA;N;NA;NA;NA;NA;NA;1-2 D;ENT AD 2-3;NA;NA;NA;NA;NA;NA;NA;14-ALEXANDER LYNGGAARD;25-DANIEL NARCISSE;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
2;ACTION EQUIPE A 017;3578.8;3578.8;3615.4;PARIS;7-SIMICU ALEXANDRU | 25-SANDER NACISSE;AP;6-0;6C6 SG;N;NA;NA;NA;NA;NA;3-3 C;NA;NA;NA;NA;NA;NA;NA;NA;7-ALEXANDRU SIMICU;25-DANIEL NARCISSE;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
2;ACTION EQUIPE A 018;3588.5;3588.5;3622.9;PARIS;19-LUC ABALO | 12-DEMAILLE ALEXANDRE;AP;6-0;6C6 SG;ARRET;11C;INT;SUSP;MD;NA;2-3 D;1C1;19-LUC ABALO;NA;NA;NA;12-DEMAILLE ALEXANDRE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
2;ACTION EQUIPE A 019;3640.6;3640.6;3676.8;PARIS;12-RODRIGO CORRALES | 19-LUC ABALO | 12-DEMAILLE ALEXANDRE;CA;NA;NA;BUT;6D;INT;SUSP;MG;AU LOIN;NA;INDIV;NA;19-LUC ABALO;12-RODRIGO CORRALES;12-DEMAILLE ALEXANDRE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
2;ACTION EQUIPE B 022;3648.3;3648.3;3665;SAINT-RAPHAEL;44-NIKOLA KARABATIC | 7-SIMICU ALEXANDRU;AP;6-0;NA;N;NA;NA;NA;NA;NA;1-2 G;ENT AG 1-2;NA;NA;NA;NA;NA;NA;NA;44-NIKOLA KARABATIC;7-ALEXANDRU SIMICU;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE B 023;3664.8;3664.8;3675.1;SAINT-RAPHAEL;7-ALEXANDRU SIMICU;AP;6-0;NA;PB;NA;NA;NA;NA;NA;NA;ESP G;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7-ALEXANDRU SIMICU;NA;NA;PARIS SAINT-RAPHAEL;PARIS
